Panel,File_Identification,Schdule,Quarter,Visit,Sector,State_Ut_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,Fod_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Month_of_Survey,Response_Code,Survey_Code,Reason_for_Substitution,Household_Size,Household_Type,Religion,Social_Group,Usual_Expenditure,Imputed_Homegrown_Consumption,Imputed_Wages_Consumption,Annual_Clothing_Expenditure,Annual_Durables_Expenditure,Monthly_Consumer_Expenditure,Informant_Serial_No,Survey_Date,Total_Time_Taken,NSS_Sector_Stratum_Substr_Subsam,NSC_Sector_Stratum_Substr,Subsample_Multiplier,Contrib_Sample_Count
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,2,2810,23890,1,1,02,10,1,2,3,5,2,1,2,12320,0,0,25000,0,14403,02,25102024,  40,6,12,147481,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,1,01,11,1,1,,5,2,1,3,9800,0,250,12500,1580,11223,02,14112024,  90,6,12,394728,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,1,02,11,1,1,,3,2,1,3,14500,0,0,9800,4500,15692,01,13112024,  70,6,12,394728,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,2,01,11,1,1,,4,2,1,3,14500,0,200,15600,4500,16375,01,13112024,  80,6,12,1315761,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,2,02,11,1,1,,4,2,1,3,22500,0,0,8400,15600,24500,01,14112024,  70,6,12,1315761,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,3,01,11,1,1,,3,1,1,3,8500,250,150,7680,2600,9757,01,14112024,  75,6,12,1315761,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,3,02,11,1,1,,6,2,1,3,8500,0,600,6500,0,9642,01,13112024,  95,6,12,1315761,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,4,01,11,1,1,,4,3,1,3,8600,0,200,5400,1850,9404,01,13112024,  80,6,12,2368371,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,2,2813,25967,1,4,02,11,1,1,,1,1,1,3,4200,0,10,1800,0,4360,01,14112024,  65,6,12,2368371,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,1,01,12,1,1,,4,2,1,9,9450,0,0,18500,2500,11200,01,19122024,  40,6,12,757624,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,1,02,12,1,1,,3,1,3,9,8450,0,0,25000,2500,10742,01,19122024,  40,6,12,757624,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,2,01,12,1,1,,3,2,1,3,14550,0,0,18000,3500,16342,02,19122024,  45,6,12,2308949,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,2,02,12,1,1,,2,2,1,9,12650,0,0,50000,4500,17192,01,18122024,  45,6,12,2308949,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,3,01,12,1,1,,3,1,1,9,7450,0,0,18000,6000,9450,02,19122024,  45,6,12,1154475,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,3,02,12,1,1,,2,3,1,3,8450,0,0,20000,2500,10325,01,19122024,  45,6,12,1154475,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,4,02,12,1,1,,2,9,1,3,6450,0,0,6500,2500,7200,02,18122024,  40,6,12,577237,4
P4,CFVH4,104,Q6,V1,2,28,17,283,02,02,1,2810,26066,1,4,01,12,1,2,3,1,9,1,9,3450,0,0,5000,0,3867,01,18122024,  40,6,12,577237,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,1,01,10,1,1,,8,1,1,3,15300,0,630,16700,12000,18322,02,05102024,  75,6,12,1449443,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,1,02,10,1,1,,4,1,1,3,12463,0,360,21500,9300,15390,03,04102024,  65,6,12,1449443,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,2,01,10,1,1,,4,2,1,9,8916,0,360,18700,5500,11293,02,04102024,  65,6,12,1503126,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,3,01,10,1,1,,3,1,1,3,6913,0,390,9300,0,8078,02,05102024,  65,6,12,1181027,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,3,02,10,1,1,,3,2,1,3,5430,0,260,6800,10500,7132,02,05102024,  65,6,12,1181027,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,4,01,10,1,1,,2,9,1,3,3678,0,160,3900,0,4163,01,05102024,  50,6,12,1288394,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,4,02,10,1,1,,3,1,1,3,6641,0,280,9200,1500,7813,02,05102024,  65,6,12,1288394,4
P4,CFVH4,104,Q6,V1,2,28,19,283,02,02,1,2811,23557,1,2,02,10,1,2,2,3,2,2,9,18827,0,240,15800,21200,22150,03,05102024,  65,6,12,1503126,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,1,02,11,1,1,,4,2,1,9,18200,0,370,15700,3750,20191,04,17112024,  85,6,12,20496,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,2,01,11,1,1,,4,1,1,9,32700,0,250,21700,7500,35383,02,17112024,  75,6,12,114777,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,2,02,11,1,1,,4,1,1,3,13500,0,270,12700,0,14828,01,18112024,  75,6,12,114777,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,3,01,11,1,1,,1,9,1,3,1580,0,0,2500,0,1788,01,18112024,  25,6,12,1754456,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,3,02,11,1,1,,1,9,1,3,1750,0,0,2450,0,1954,01,17112024,  25,6,12,1754456,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,4,01,11,1,1,,1,2,1,3,6400,0,150,2500,0,6758,01,17112024,  45,6,12,61488,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,4,02,11,1,1,,2,1,1,9,17900,570,0,7500,0,19095,02,18112024,  65,6,12,61488,4
P4,CFVH4,104,Q6,V1,2,28,18,283,02,02,1,2813,23699,1,1,01,11,1,2,3,4,2,1,3,38700,0,0,27500,15800,42308,02,18112024,  75,6,12,20496,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,2,2,01,12,1,1,,4,2,1,9,12500,0,0,11700,7700,14117,02,21122024,  65,6,12,4221048,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,2,3,01,12,1,1,,4,1,1,2,11200,0,0,9850,7800,12671,02,22122024,  75,6,12,1818297,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,2,4,01,12,1,1,,4,1,1,3,4500,0,560,13750,10500,7081,02,22122024,  75,6,12,1298784,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,1,1,01,12,1,1,,3,1,1,9,15600,0,0,12900,14700,17900,02,21122024,  70,6,12,822563,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,1,2,01,12,1,1,,5,1,1,3,12500,0,390,8700,7650,14253,02,21122024,  45,6,12,1125613,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,1,3,01,12,1,1,,2,9,1,9,6300,0,450,2500,1250,7063,01,21122024,  55,6,12,606099,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,1,4,01,12,1,1,,4,2,1,2,15500,0,0,10500,9750,17188,03,22122024,  65,6,12,887502,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,22802,2,1,01,12,1,2,1,13,3,1,3,22500,0,760,19500,9800,25702,07,21122024,  80,6,12,2532629,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,1,01,10,1,1,,9,1,2,3,18500,300,450,25000,0,21333,03,05102024,  70,6,12,498296,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,1,02,10,1,1,,5,2,3,2,15500,0,250,25000,0,17833,02,05102024,  70,6,12,498296,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,2,01,10,1,1,,4,1,1,2,8100,0,200,18000,0,9800,03,05102024,  60,6,12,1428448,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,3,01,10,1,1,,4,1,2,3,8600,150,200,14000,0,10117,01,06102024,  55,6,12,1528107,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,3,02,10,1,1,,4,1,2,3,8200,0,200,15000,0,9650,01,06102024,  60,6,12,1528107,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,4,01,10,1,1,,3,3,1,2,6500,0,150,10000,0,7483,02,05102024,  50,6,12,1528107,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,4,02,10,1,2,2,1,1,3,2,2700,0,200,3000,0,3150,01,06102024,  40,6,12,1528107,4
P4,CFVH4,104,Q6,V1,2,28,13,283,02,02,1,2810,20324,1,2,02,10,1,2,3,2,2,1,2,6500,0,150,8000,0,7317,01,06102024,  60,6,12,1428448,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,1,01,11,1,1,,5,3,1,2,11500,0,300,26000,0,13967,03,25112024,  60,6,12,838798,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,1,02,11,1,1,,4,2,1,2,11600,0,200,20000,0,13467,02,25112024,  60,6,12,838798,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,2,01,11,1,1,,6,1,1,3,15800,0,300,23000,0,18017,02,25112024,  60,6,12,2428099,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,2,02,11,1,1,,2,2,1,9,31000,0,0,41000,0,34417,01,24112024,  60,6,12,2428099,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,3,01,11,1,1,,1,9,1,2,4100,0,150,15000,0,5500,01,24112024,  35,6,12,3222750,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,3,02,11,1,1,,1,9,1,3,4000,0,0,13000,0,5083,01,24112024,  30,6,12,3222750,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,4,01,11,1,1,,3,2,1,9,12500,0,250,20000,0,14417,02,25112024,  60,6,12,1059534,4
P4,CFVH4,104,Q6,V1,2,28,16,283,02,02,2,2810,24794,1,4,02,11,1,2,2,2,1,1,3,4900,0,150,5000,0,5467,01,24112024,  55,6,12,1059534,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,1,02,10,1,1,,4,2,1,3,13200,0,260,6200,10500,14852,02,11102024,  40,6,12,720950,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,2,01,10,3,1,,4,1,1,3,10500,0,320,9500,4500,11987,02,11102024,  65,6,12,1885562,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,2,02,10,1,1,,4,3,1,3,15000,0,550,4500,6200,16442,02,11102024,  40,6,12,1885562,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,3,01,10,1,1,,2,1,1,3,15000,0,460,7600,13000,17177,01,10102024,  40,6,12,1275527,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,3,02,10,1,1,,3,2,1,3,12000,0,380,6300,4200,13255,02,10102024,  50,6,12,1275527,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,4,01,10,1,1,,1,9,1,3,3500,0,200,1500,0,3825,01,10102024,  40,6,12,2051935,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,1,01,10,1,2,2,4,2,1,3,14500,0,650,12600,7500,16825,02,11102024,  40,6,12,720950,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,2,2810,25041,1,4,02,10,1,2,2,1,1,1,3,3200,0,250,1300,0,3558,01,10102024,  45,6,12,2051935,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,1,01,11,1,1,,6,1,1,2,8540,0,1400,20000,4500,11982,02,07112024,  50,6,12,629098,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,1,02,11,1,1,,6,2,1,2,11450,0,0,25000,0,13533,03,07112024,  45,6,12,629098,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,2,01,11,1,1,,4,3,1,2,7450,0,750,10000,0,9033,01,06112024,  40,6,12,1834870,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,3,01,11,1,1,,3,3,1,2,5460,0,0,18000,0,6960,03,07112024,  45,6,12,1310622,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,3,02,11,1,1,,4,3,1,2,6450,0,0,15000,2500,7908,02,07112024,  45,6,12,1310622,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,4,01,11,1,1,,4,2,1,2,15420,1500,0,20000,0,18587,02,06112024,  40,6,12,2411544,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,4,02,11,1,1,,1,1,1,2,4120,550,0,6000,0,5170,01,06112024,  45,6,12,2411544,4
P4,CFVH4,104,Q6,V1,2,28,10,283,02,02,1,2810,25801,1,2,02,11,1,2,2,4,2,1,2,11450,0,0,30000,1200,14050,02,07112024,  45,6,12,1834870,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,1,01,11,1,1,,4,2,1,9,12900,950,180,6750,4300,14951,03,14112024,  70,2,4,862992,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,2,01,11,1,1,,3,1,1,9,6700,750,450,3500,6500,8733,01,14112024,  50,2,4,1090095,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,2,02,11,1,1,,5,2,1,3,16500,1800,220,9700,14900,20570,04,14112024,  65,2,4,1090095,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,3,01,11,1,1,,3,1,1,9,7650,1200,430,8200,5250,10401,02,14112024,  55,2,4,1453460,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,3,02,11,1,1,,4,2,1,3,12000,0,680,8300,5500,13830,03,14112024,  65,2,4,1453460,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,4,01,11,1,1,,2,3,1,3,4500,0,560,2900,1300,5410,02,14112024,  55,2,4,1771405,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,4,02,11,1,1,,4,2,1,9,8500,0,360,4500,7500,9860,02,14112024,  70,2,4,1771405,4
P4,CFVH4,104,Q6,V1,2,28,10,283,03,03,2,2810,24512,1,1,02,11,1,2,2,4,2,1,3,13500,0,460,11300,4500,15277,01,14112024,  75,2,4,862992,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,1,01,12,1,1,,5,1,1,2,11500,0,250,13600,5500,13342,05,10122024,  75,2,4,793301,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,1,02,12,1,1,,5,1,1,1,8600,0,250,10400,8200,10400,02,10122024,  75,2,4,793301,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,2,01,12,1,1,,3,3,1,2,8200,0,350,7800,2500,9408,01,11122024,  75,2,4,1636183,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,2,02,12,1,1,,6,1,2,9,10800,0,0,12400,1500,11958,01,11122024,  74,2,4,1636183,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,3,01,12,1,1,,5,2,2,9,12300,0,0,14600,11700,14492,01,11122024,  75,2,4,1189951,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,3,02,12,1,1,,8,2,1,2,12400,0,750,11800,7600,14767,08,12122024,  85,2,4,1189951,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,4,01,12,1,1,,9,1,2,9,9700,0,1000,10800,6400,12133,01,12122024,  90,2,4,1338695,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,23772,1,4,02,12,1,1,,4,2,1,2,9600,0,750,11400,7200,11900,04,12122024,  70,2,4,1338695,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,1,01,10,1,1,,7,1,1,3,13600,0,370,11500,7450,15549,04,25102024,  85,2,4,433010,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,1,02,10,1,1,,4,1,1,3,11700,0,280,9200,3450,13034,03,26102024,  75,2,4,433010,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,2,02,10,1,1,,2,2,1,3,7400,0,100,6500,0,8042,02,26102024,  70,2,4,1385632,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,3,01,10,1,1,,5,1,1,2,9400,0,280,13700,1240,10925,04,25102024,  70,2,4,1991846,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,3,02,10,1,1,,4,2,1,3,11800,0,480,13600,0,13413,04,26102024,  75,2,4,1991846,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,4,01,10,1,1,,5,1,1,2,10600,0,290,12800,7499,12582,01,25102024,  80,2,4,1948545,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,4,02,10,1,1,,6,1,1,3,11500,0,300,17200,4750,13629,04,26102024,  95,2,4,1948545,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,1,2813,24165,1,2,01,10,1,2,2,4,2,1,3,12500,0,250,17400,3750,14513,01,27102024,  90,2,4,1385632,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,1,01,12,1,1,,6,1,2,9,21700,0,1080,32500,14599,26705,01,18122024,  75,2,4,783335,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,1,02,12,1,1,,6,2,2,9,18500,0,0,12600,23500,21508,01,17122024,  85,2,4,783335,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,2,01,12,1,1,,4,1,1,9,17500,0,250,8500,3200,18725,01,17122024,  70,2,4,1338197,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,2,02,12,1,1,,3,1,1,9,26800,0,1010,16500,17300,30627,01,18122024,  75,2,4,1338197,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,3,01,12,1,1,,1,2,1,2,23800,0,0,17500,18600,26808,01,18122024,  45,2,4,1272919,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,3,02,12,1,1,,1,9,1,3,4500,0,0,2600,0,4717,01,18122024,  40,2,4,1272919,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,4,01,12,1,1,,2,9,2,9,8500,0,150,4800,0,9050,01,17122024,  45,2,4,163195,4
P4,CFVH4,104,Q6,V1,2,28,11,283,03,03,2,2813,20603,1,4,02,12,1,1,,1,9,1,3,4200,0,50,1500,0,4375,01,17122024,  25,2,4,163195,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,1,01,9,1,1,,5,2,1,1,8500,1000,240,19500,30500,13907,01,12092024,  60,8,16,67741,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,1,02,9,1,1,,6,2,1,1,8700,1240,230,22600,25800,14203,06,12092024,  70,8,16,67741,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,2,01,9,1,1,,2,2,1,1,6300,0,190,10800,12500,8432,01,12092024,  35,8,16,112902,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,2,02,9,1,1,,7,2,1,1,8800,1000,280,18600,25000,13713,01,12092024,  65,8,16,112902,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,3,01,9,1,1,,1,9,1,1,5500,0,250,5500,6400,6742,01,12092024,  20,8,16,67741,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,4,01,9,1,1,,2,1,1,1,5800,0,230,8500,8400,7438,02,13092024,  35,8,16,39516,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,4,02,9,1,1,,2,2,1,3,4300,0,150,7500,6400,5608,01,13092024,  30,8,16,39516,4
P4,CFVH4,104,Q5,V1,2,12,07,121,01,01,1,1210,22205,1,3,02,9,1,2,2,5,2,1,1,8400,800,250,18700,25600,13142,01,13092024,  50,8,16,67741,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,1,01,7,1,1,,6,2,3,1,13000,0,210,8500,9000,14668,03,28072024,  50,8,16,40064,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,1,02,7,1,1,,4,2,3,1,12500,0,150,8200,9800,14150,01,28072024,  40,8,16,40064,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,2,01,7,1,1,,4,2,3,1,14300,0,140,8700,10000,15998,02,28072024,  40,8,16,98619,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,2,02,7,1,1,,7,1,3,1,10800,1300,250,6500,8100,13567,01,28072024,  50,8,16,98619,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,3,01,7,1,1,,3,2,3,1,11100,0,150,7900,8100,12583,01,29072024,  38,8,16,101701,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,3,02,7,1,1,,4,1,2,9,10300,0,130,7100,7600,11655,02,29072024,  40,8,16,101701,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,4,01,7,1,1,,4,2,1,3,10300,0,150,7100,8500,11750,01,29072024,  40,8,16,178747,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,1,1210,25401,1,4,02,7,1,1,,3,1,1,3,9500,0,130,7500,7800,10905,01,29072024,  35,8,16,178747,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,1,01,9,1,1,,11,2,1,1,25000,5500,610,20500,10200,33668,04,10092024,  58,8,16,34169,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,1,02,9,1,1,,8,1,1,1,13500,0,1200,12800,10300,16625,02,10092024,  46,8,16,34169,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,2,01,9,1,1,,3,2,1,1,10000,0,250,5700,1700,10867,03,10092024,  34,8,16,59020,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,2,02,9,1,1,,7,2,1,1,30000,0,570,14800,25100,33895,04,10092024,  51,8,16,59020,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,3,01,9,1,1,,4,1,1,1,10000,2700,500,7500,5800,14308,02,11092024,  37,8,16,86976,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,3,02,9,1,1,,6,2,3,1,12000,3400,920,15700,3200,17895,04,11092024,  56,8,16,86976,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,4,01,9,1,1,,3,1,1,1,7000,2100,420,2900,1600,9895,01,11092024,  43,8,16,114933,4
P4,CFVH4,104,Q5,V1,2,12,08,121,01,01,2,1210,22085,1,4,02,9,1,2,2,5,2,1,9,14000,0,370,8000,12300,16062,02,11092024,  42,8,16,114933,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,1,01,7,1,1,,10,1,2,9,18600,0,1400,45800,85600,30950,07,27072024,  98,8,16,12136,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,1,02,7,2,1,,5,2,1,1,12500,0,850,42500,85800,24042,05,27072024,  76,8,16,12136,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,2,01,7,1,1,,6,1,2,9,7800,0,450,26500,46500,14333,03,27072024,  65,8,16,42477,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,2,02,7,1,1,,2,1,1,9,5200,0,600,15600,32100,9775,02,27072024,  56,8,16,42477,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,3,01,7,1,1,,1,2,1,9,6500,0,650,10400,28600,10400,01,27072024,  42,8,16,30341,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,3,02,7,1,1,,6,2,6,1,14200,0,850,49500,95700,27150,01,27072024,  65,8,16,30341,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,4,01,7,1,2,2,1,3,1,9,3400,0,400,8700,12400,5558,01,27072024,  38,8,16,51579,4
P4,CFVH4,104,Q5,V1,2,12,02,121,01,01,2,1210,22752,1,4,02,7,1,2,2,4,1,6,1,4600,2100,550,16500,34200,11475,01,27072024,  56,8,16,51579,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,1,01,8,1,1,,4,2,9,1,22500,0,450,29600,150600,37967,01,10082024,  85,8,16,24086,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,1,02,8,1,1,,5,2,9,1,24100,0,460,27600,48000,30860,02,10082024, 105,8,16,24086,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,2,01,8,1,1,,2,2,9,1,12580,0,250,19500,35000,17372,02,11082024,  67,8,16,18064,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,2,02,8,1,1,,5,2,9,1,26000,0,430,32000,75000,35347,05,11082024, 115,8,16,18064,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,3,01,8,1,1,,3,2,9,1,13600,0,300,26000,35000,18983,02,12082024,  79,8,16,27096,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,3,02,8,1,1,,4,2,1,2,16000,0,350,22300,32000,20875,02,12082024,  96,8,16,27096,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,4,01,8,1,1,,3,2,3,1,10400,0,360,22500,28000,14968,02,12082024,  73,8,16,18064,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25005,1,4,02,8,1,2,2,3,2,9,1,9700,0,400,23000,49000,16100,02,12082024,  69,8,16,18064,4
P4,CFVH4,104,Q5,V1,2,12,06,121,01,01,1,1210,25325,1,1,01,9,1,1,,3,1,1,9,8500,0,450,13400,35700,13042,01,18092024,  65,8,16,54680,4
